GHOST:ghostwriting	Este documento é um e-mail do Dr. Charles Healy para os Drs. Farmer e Saltmiras onde o Dr. Healy solicita que os Drs. Farmer e Saltmiras revisam o artigo que o Dr. Healy foi solicitado a revisar: “vocês dois seriam os revisores de fato e eu então reuniria seus comentários e seria o revisor oficial”. em *1.
GHOST:ghostwriting	Este documento é um e-mail do Dr. Charles Healy para os Drs. Donna Farmer e David Saltmiras onde o Dr. Healy informa aos Drs. Farmer e Saltmiras que sua decisão em relação ao estudo enviada ao Dr. Healy para GHOST:peer_review determinará se o estudo será publicado.
GHOST:ghostwriting	Este documento é uma revisão por pares realizada pelo funcionário da Monsanto, Dr. Charles Healy, de um estudo intitulado “Citotoxicidade do herbicida Roundup e seu ingrediente ativo, o glifosato em ratos”. O documento contém recomendações para rejeitar o estudo onde foram encontrados efeitos citotóxicos adversos substanciais associados ao Roundup e ao glifosato.
GHOST:ghostwriting	Este documento é um e-mail da Dra. Donna Farmer, onde ela informa a John DeSesso que “adicionou uma seção sobre genotox do estudo de Gasnier... veja em anexo uma crítica que fizemos e da qual tirei. Estou trabalhando em uma seção para gasinador na seção mecanística. Também recortamos e colamos resumos dos estudos sobre surfactantes da POEA.” em *1. O anexo é um rascunho do Williams et. al. estudo com edições significativas do Dr. Farmer, que também é desafiado pela confidencialidade
GHOST:ghostwriting	Nestes documentos, o cientista da Monsanto David Saltmiras admite ter escrito manuscritos de literatura sobre genotoxicidade do glifosato com Larry Kier, um consultor da Monsanto (MONGLY02145925). A correspondência por e-mail também detalha como adicionar o cientista David Kirkland ao estudo “acrescentaria credibilidade”. (MONGLY02145918) “Adicionar David Kirkland como coautor de ambos os artigos de revisão acrescentaria £ 14.000 (libras Stirling) ao projeto, que dividido por 25 parece um investimento justo”, escreve Christophe Gustin (Monsanto EU) em uma discussão sobre possíveis co-autores da literatura sobre genotoxicidade do glifosato. David Saltmiras escreve que adicionar a experiência de Kirkland ao manuscrito sobre genotoxicidade “é um prêmio”: “David Kirkland acredita que seus esforços serão inferiores a 10 dias a £ 1.400/dia (equivalente a US$ 21.780 com o câmbio atual taxa), portanto estamos efetivamente duplicando o custo dos projetos combinados, mas colhendo valor/credibilidade significativos do envolvimento de David Kirkland. Dado o número crescente de publicações questionáveis ​​sobre genotoxicidade, na minha opinião, o custo adicional vale a pena.”
GHOST:ghostwriting	Este documento é um e-mail do Dr. Heydens onde o Dr. Saltmiras “Entre em contato com Wallace Hayes para determinar sua disponibilidade e taxas para participar da reunião.”
GHOST:ghostwriting	Este documento é um acordo de consultoria de 2012 entre a Monsanto e o editor da Food and Chemical Toxicology, Wallace Hayes, para o período imediatamente anterior ao envolvimento do Sr. Hayes na retratação do artigo Seralini da Food and Chemical Toxicology.
GHOST:ghostwriting	Este documento contém uma correspondência por e-mail entre vários funcionários da Monsanto, onde o Dr. Saltmiras expressa o seguinte em relação ao estudo recentemente publicado em Food and Chemical Toxicology por Seralini: “Wally Hayes, agora Editor Chefe de Visão e Estratégia da FCT, enviou-me uma mensagem de cortesia e-mail esta manhã. Esperamos que nós dois tenhamos uma discussão de acompanhamento em breve para abordar se a Visão e a Estratégia da I C'I' estavam na frente e no centro para esta passagem pelo processo de revisão por pares... e o que é isso, Visão e Estratégia? Também suspeito que este artigo possa ser do nosso interesse – a última cerimônia para os poucos fragmentos restantes de credibilidade científica de Seralini.” em *2.
GHOST:ghostwriting	Este documento contém correspondência por e-mail entre Bruce Chassy e o Editor de Food and Chemical Toxicology, Wallace Hayes, onde o Dr. Chassy insta o Sr. volte no tempo, recolha o artigo e reinicie o processo de revisão.” em *2.
GHOST:ghostwriting	Este documento contém uma série de trocas de e-mails entre vários funcionários da Monsanto a respeito de cartas ao editor da Food and Chemical Toxicology solicitando a retratação de um estudo do Professor G.E. Seralini. Eric Sachs escreve sobre seus esforços para galvanizar os cientistas em uma campanha de cartas para retratar o artigo: “Falei com Bruce Chassy e ele enviará sua carta diretamente para Wally Hayes e notificará outros cientistas que enviaram cartas para fazer isso. o mesmo. Ele compreende a urgência... Continuo inflexível de que a Monsanto deve: e não ser colocada: na posição de fornecer a análise crítica que leva os editores a retirarem o artigo.” em *3, 2; veja tambémMONGLY01045298 (abaixo).
